department,code,number,title,description,url
Sociology,SOCY,68,Global Health Systems,"Health care systems are unique to the culture and history of each nation. However, all face similar challenges. This course examines health systems across developed and developing nations. Comparisons will be made in terms of: (a) population health, (b) health care organization, (c) health care financing, (d) health professionals and their patients, and (e) health system performance and reform strategies. Understanding how health care is delivered around the world will lead to a better understanding of the relative merits and limitations of various systems. The course is structured as a seminar in which students will be expected to discuss course readings in-depth, as well as develop and present their own research on specific countries of interest.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-68
Sociology,SOCY,69,The Sociology of Globalization,"The international scope of political, economic, and cultural activity has increased dramatically during the late twentieth and early twenty-first centuries. But how extensive has the trend toward ""globalization"" been? Is it really a new phenomenon? Has globalization changed societies? If so, how? If not, why not? Are societies becoming more alike because they experience common globalization pressures or do they retain their unique national characteristics? This course examines these questions and more. Specifically, we will look at how globalization has affected business, states, labor movements, social inequality, social welfare, citizenship rights, the environment, culture, national security, and other aspects of society.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-69
Sociology,SOCY,70,American Labor Relations,"This course examines the political, cultural, and economic sources of solidarity and mobilization among workers in the US from the late 19th century to the present.  Readings and discussion will focus on important historical developments among labor unions, from militant beginnings through an accommodationist phase after World War II and a deep decline, to recent attempts at revitalization.  Students will consider the impacts of labor movements on social inequality, politics and on a range of cross-cutting issues around gender, immigration and race.  We will conclude by examining the prospects for labor in light of the rapid and profound changes in the world of work and economic activity in the contemporary period.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-70
Sociology,SOCY,71,Race Matters - &quot;Race&quot; Made to Matter,"What is race? What are the effects of race in our everyday life? How has science shaped our understanding of race and human diversity? This course explores how and why race is a social construction with profound implications in our social world not only in the U.S. but also beyond its shores. Diverse sciences have established that human beings are well over 99% genetically identical, but race remains a potent vision through division that has been made and made to matter across multiple spheres of life. This ranges from ancestry testing to our identities to how we are categorized to where we live and whom we are taught to love and hate in society. How race intersects with socio-economic disparities related to inclusion and exclusion are among the topics examined in this course.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-71
Sociology,SOCY,72,Critical Community Sociology,"This class will focus on interrogating the drivers of inequality in rural and small-town communities. To understand this, we critically examine several interconnected issues: culture, health, racial equity, education, environment, infrastructure, social services, economic justice, and geographic isolation.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-72
Sociology,SOCY,79,Upper Division Special Topics Courses,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79
Sociology,SOCY,79.04,,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79-04
Sociology,SOCY,79.06,,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79-06
Sociology,SOCY,79.08,"Lest We Forget: History, Collective Memory and Slavery at Dartmouth","Beyond noting that Wheelock owned slaves, little is known of Dartmouth's other historical connections, if any, to the institution of slavery.   This research seminar investigates the college's economic entanglement in the trade and slaveholding; as a site for the intellectual legitimation and contestation of slavery; and the contributions of enslaved persons to its development. We will also review the origins, findings and responses to similar collective memory projects at other institutions including Brown, Emory and Yale.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79-08
Sociology,SOCY,79.09,79.09 Global Inequality Protests,"Three years after the 2008 financial crisis a protest movement sparked in Tunisia, and expanded by contagion to Egypt, Morocco and India, and from there to Spain, Chile, Israel, and finally arrived to Wall Street, giving the name to the global movement as the Occupy social movement. These cases largely differ from one another, but have in common their opposition to inequality and readiness to struggle against it. The course will focus on the comparison of protest movements and the political processes each case provoked, using theories of social movements and political sociology, and analyzing the economic, social and political context before the protests sparked and the after movements' peaks. We will analyze and discuss in class the Occupy Wall Street movement and the political process it provoked in the US. Each student will chose an international case for comparison, presenting it in class and writing a research paper of their own as a final essay. Students will work in teams of two for their presentations and final research paper.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79-09
Sociology,SOCY,79.11,Nationalism and the Radical Right,"This course will introduce you to recent social science contributions to the subject of neo-nationalism and radical right-wing activism. Beginning with terminology, historical context and methodological approaches, we will proceed to an analysis of recent socio-political developments, focusing on the interrelationship between radical right-wing activism and other social phenomena. We will interrogate the reasons behind the appeal of the far right, inquiring into various socio-economic contexts, the role of historical narratives in shaping far-right activism, and the “mainstreaming” of far-right ideas. An overarching question for all these discussions will be that of the agency and motivations of the actors involved.
We will draw cases from numerous contexts around the world and will reflect on similar developments on the political left. The course will allow for discussion of the most recent developments, as experienced by class attendees and reported by mass media. Finally, we will discuss ethical aspects of studying right-wing (and, for that matter, any political) radicalism.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-79-11
Sociology,SOCY,80,Independent Study,"This course offers the qualified student an opportunity to pursue a subject of special interest, under the direction of a faculty adviser assigned to the student for periodic (usually weekly) conferences. Ordinarily at least one formal paper embodying the results of the reading or research is required. In special situations students may work as a team on a single project. Occasionally credit may be given in SOCY 80 for a research project done in an off-campus term, provided arrangements are made well in advance and adequate off-campus supervision can be assured. Although every effort will be made to accommodate qualified students desiring to carry an independent study, there is no guarantee that independent study can be arranged for any given student in any given term, and preference is given to senior and junior Sociology majors. Normally no student may take SOCY 80 more than twice during the undergraduate career. By permission of a Sociology faculty member prior to registration.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-80
Sociology,SOCY,90,Senior Independent Study Project,Independent work under the direction of a member of the Department and with Departmental approval may satisfy the culminating requirement in the major. Those interested should develop their plans with a prospective faculty adviser and must submit and have approved a written proposal at least one term prior to the term in which the course will be elected. Open only to senior majors. By permission of a Sociology faculty member prior to registration.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-90
Sociology,SOCY,91,The Sociological Imagination,"C. Wright Mills described ""the sociological imagination"" as that quality of mind with the ability to grasp the interplay of biography and history, of self and social structure, of private troubles and public issues. As we venture into the 21st century, various issues of class, race and gender inequalities and conflicts appear to dominate popular discourse and policy debates. This capstone seminar will explore current substantive and theoretical expressions of the sociological imagination for providing critical assistance in understanding some of the major social issues of our time. The seminar is designed to emphasize critical discussion through active participation and class presentations. Each student will complete a significant intellectual project which reflects her or his own sociological analysis about an important social issue. Open to senior sociology majors, and others only by permission of the instructor.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-91
Sociology,SOCY,98,Honors Thesis I,"Open only to, and required of all, Sociology honors majors, this course involves independent work under the direction of a faculty adviser, culminating in the preparation and presentation of an honors thesis. Sociology honors majors normally elect SOCY 98 during one of the two terms prior to their final term, followed by SOCY 99 during their final term. Exceptions to this pattern are, however, permitted if circumstances warrant. Honors students are normally expected to publicly present their thesis to the Department during the term in which it is completed. By permission of a Sociology faculty member prior to registration. See ""The Sociology Honors Program"" handout via the Sociology department website.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-98
Sociology,SOCY,99,Honors Thesis II,"Open only to, and required of all, Sociology honors majors, this course involves independent work under the direction of a faculty adviser, culminating in the preparation and presentation of an honors thesis. Sociology honors majors normally elect SOCY 99 during the last term in residence. Exceptions to this pattern are, however, permitted if circumstances warrant. Honors students are normally expected to publicly present their thesis to the Department during the term in which it is completed. By permission of a Sociology faculty member prior to registration. See ""The Sociology Honors Program"" handout via the Sociology department website.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Sociology/SOCY-Sociology/SOCY-99
Spanish and Portuguese Languages and Literatures,SPAN,1,Spanish I,"Introduction to spoken and written Spanish. Intensive study of introductory grammar and vocabulary with a focus on culture. Oral class activities, readings and compositions. Weekly practice in the virtual language lab includes viewing TV series and films and weekly drill sessions. Never serves in partial satisfaction of the Distributive or World Culture Requirements.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-1
Spanish and Portuguese Languages and Literatures,SPAN,2,Spanish II,"Continuation of SPAN I. Further intensive study of grammar and vocabulary with a focus on culture. Oral class activities, readings and compositions and continued practice in the virtual language laboratory. Weekly drill sessions. Never serves in partial satisfaction of the Distributive or World Culture Requirements. Open to first-year students by qualifying test and to others who have passed SPAN I.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-2
Spanish and Portuguese Languages and Literatures,SPAN,3,Spanish III,"Continuation of SPAN II. SPAN III provides additional, intensive study of grammar and vocabulary with a focus on literature and culture. Oral class activities, readings and compositions and continued practice in the virtual language laboratory. Weekly drill sessions. Completion of this course on campus or as part of the LSA constitutes fulfillment of the language requirement. Never serves in partial satisfaction of the Distributive or World Culture Requirements. Open to first-year students by qualifying tests and to others who have passed SPAN II.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-3
Spanish and Portuguese Languages and Literatures,SPAN,5,Language Study Abroad,"Taught in the context of the Language Study Abroad program, this course in Hispanic culture reinforces listening, reading, speaking, and writing skills in Spanish. The thematic focus is on local and regional art history, with special emphasis on the city as a dynamic form of cultural production through time. Attending to political, social, economic, and religious contexts, the course features brief presentations by local personnel as well as relevant field trips. Assignments include conversation, writing projects, oral presentations, and a final course examination.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-5
Spanish and Portuguese Languages and Literatures,SPAN,5.01,Language Study Abroad: Barcelona,"Taught in the context of the Language Study Abroad program, this course in Hispanic culture reinforces listening, reading, speaking, and writing skills in Spanish. The thematic focus is on local and regional art history, with special emphasis on the city as a dynamic form of cultural production through time. Attending to political, social, economic, and religious contexts, the course features brief presentations by local personnel as well as relevant field trips. Assignments include conversation, writing projects, oral presentations, and a final course examination. Not open to students who have received credit for SPAN 005 or SPAN 05.02",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-5-01
Spanish and Portuguese Languages and Literatures,SPAN,5.02,Language Study Abroad: Buenos Aires,"Taught in the context of the Language Study Abroad program, this course in Hispanic culture reinforces listening, reading, speaking, and writing skills in Spanish. The thematic focus is on local and regional art history, with special emphasis on the city as a dynamic form of cultural production through time. Attending to political, social, economic, and religious contexts, the course features brief presentations by local personnel as well as relevant field trips. Assignments include conversation, writing projects, oral presentations, and a final course examination. Not open to students who have received credit for SPAN 005 or SPAN 05.01.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-5-02
Spanish and Portuguese Languages and Literatures,SPAN,6,Language Study Abroad,"Taught in the context of the Language Study Abroad program, this introductory course in Hispanic literature strengthens listening, reading, speaking and writing skills in Spanish. The reading materials are selected to help students develop their analytical strategies as well as to expose them to relevant cultural issues and major figures of the region in which they are studying. Assigned work may include brief research papers, oral presentations, a mid-term exam and a final course examination.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-6
Spanish and Portuguese Languages and Literatures,SPAN,6.01,Language Study Abroad: Barcelona,"Taught in the context of the Language Study Abroad program, this introductory course in Hispanic literature strengthens listening, reading, speaking and writing skills in Spanish. The reading materials are selected to help students develop their analytical strategies as well as to expose them to relevant cultural issues and major figures of the region in which they are studying. Assigned work may include brief research papers, oral presentations, a mid-term exam and a final course examination. Not open to students who have received credit for SPAN 006 or SPAN 06.02.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-6-01
Spanish and Portuguese Languages and Literatures,SPAN,6.02,Language Study Abroad: Buenos Aires,"Taught in the context of the Language Study Abroad program, this introductory course in Hispanic literature strengthens listening, reading, speaking and writing skills in Spanish. The reading materials are selected to help students develop their analytical strategies as well as to expose them to relevant cultural issues and major figures of the region in which they are studying. Assigned work may include brief research papers, oral presentations, a mid-term exam and a final course examination. Not open to students who have received credit for SPAN 006 or SPAN 06.01.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-6-02
Spanish and Portuguese Languages and Literatures,SPAN,7,First-Year Seminars in Spanish and Spanish-American Literature,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-7
Spanish and Portuguese Languages and Literatures,SPAN,9,Culture and Conversation: Advanced Spanish Language,"This course serves as a bridge between SPAN 3 and SPAN 20. Through the intensive study of a variety of aural media (e.g., documentaries, TV and radio programs, films), grammar, vocabulary and speech acts as presented in the course packet, students will actively practice listening and speaking skills with the goal of reaching an Intermediate High Level (on the ACTFL scale). Additional written material may be added according to the professor’s particular interests.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-9
Spanish and Portuguese Languages and Literatures,SPAN,15,Latinx Writing and Composition,"This course draws on the strengths of Latinx Language Learners in order to enhance their skills in writing and composition. Using a variety of media and genres, students will explore the cultural experiences of US Latinx communities and the Spanish-speaking world. The course will focus on structures related to languages and cultures in contact, and review grammar to expand students’ range from informal to academic communication. The course will have an experiential learning component, including student projects throughout the term, and participation in events around campus related to Spanish-speaking communities. It can be used to fulfill the language requirement. It serves as pre-requisite for Spanish 20. May not be taken in conjunction with Spanish 9.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-15
Spanish and Portuguese Languages and Literatures,SPAN,20,Writing and Reading: A Critical and Cultural Approach,"Spanish 20 is the first course of the Major/Minor, and serves as transition between the skills acquired through the Spanish language courses (Spanish LSA or equivalent preparation) and those needed for all upper-division courses (30 and above). Through the study of critical and theoretical vocabulary, and the reading of short stories, poems, films, theatrical plays and journalistic articles, students will acquire analytic tools to comprehend and analyze several types of texts. This course is also designed to familiarize students with different textual genres and a wide array of literary and interpretative key concepts.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-20
Spanish and Portuguese Languages and Literatures,SPAN,21,Traditional and Contemporary Andean Cosmogonies and Cultural Production: A Historical Approach,"This course will connect course content with cultural activities such as excursions, visits to museums, and lectures.  The thematic focus of the course will be Andean Art and Culture from pre-Hispanic times to the present, elements of Andean cosmogony, civilizational clash, and cultural miscegenation included.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-21
Spanish and Portuguese Languages and Literatures,SPAN,22,Modern and Contemporary Spanish Artistic and Cultural Production,"This course will make students fluent in some of the main topics relevant to modern and contemporary Spanish cultural production, with a particular emphasis on Northern Spain.  The course will not count towards the major or minor.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-22
Spanish and Portuguese Languages and Literatures,SPAN,23,Argentine Cultural Heritage,"This course deepens the student's knowledge of the Argentine art and cultures through the study and discussion of the visual, architectural and plastic arts, as well as music and performance. The materials will expose the students to the main trends and topics of contemporary Argentine art, cultures and society.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-23
Spanish and Portuguese Languages and Literatures,SPAN,24,Spanish Cultural Heritage,"This course deepens the student's knowledge of the Spanish art and cultures through the study and discussion of the visual, architectural and plastic arts, as well as music and performance. The materials will expose the students to the main trends and topics of contemporary Spanish art, cultures and society.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-24
Spanish and Portuguese Languages and Literatures,SPAN,30,Introduction to Hispanic Studies I: Middle Ages-17th Century,"This course presents an overview of major literary trends and cultural productions from the Middle Ages to the 17th century in both their Spanish and Spanish American contexts. Students will read a representative selection of major literary works from that period, both Peninsular and Spanish-American, and discuss theoretical, aesthetic, and critical issues pertinent to the Renaissance, the Baroque, colonialism, syncretism, etc. Texts and other materials may be cultural and visual.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-30
Spanish and Portuguese Languages and Literatures,SPAN,31,Introduction to Hispanic Studies II: 18th and 19th Centuries,"This course presents a chronological study of major trans-Atlantic literary trends and cultural productions, corresponding to the cultural and aesthetic movements of the eighteenth and nineteenth centuries. Students will read a representative selection of major literary works, both Peninsular and Spanish-American, from that period and discuss theoretical, aesthetic, and critical issues pertinent to modernity, empire, enlightenment, nationalism, gender, democracy, etc. Texts and other materials may be cultural and visual.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-31
Spanish and Portuguese Languages and Literatures,SPAN,32,Introduction to Hispanic Studies III: 20th-21st Centuries,"This course presents a chronological study of trans-Atlantic major literary trends and cultural productions, corresponding to the cultural and aesthetic movements from the 1880s to the present. Students will read a representative selection of major literary works from that period, both Peninsular and Spanish-American, and discuss theoretical, aesthetic, and critical issues pertinent to modernismo, the avant-garde, revolution, post-modernism, etc. Texts and other materials may be cultural and visual.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-32
Spanish and Portuguese Languages and Literatures,SPAN,33,"Argentine Civilization: Society, Culture and Politics in Argentina","This course studies socio-political events in the Southern Cone that have shaped the contemporary configuration of society in Argentina. Emphasis will be placed on key political figures, social movements, oppositional tensions, dictatorship and democracy, and their articulation in the cultural field.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-33
Spanish and Portuguese Languages and Literatures,SPAN,34,"Society, Culture and Politics in Spain","This courses studies socio-political events in the Iberian Peninsula that have shaped the contemporary configuration of society in Spain. Emphasis will be placed on key political figures, social movements, oppositional tensions, dictatorship and democracy, and their articulation in the cultural field.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-34
Spanish and Portuguese Languages and Literatures,SPAN,35,Studies in Spanish-American Literature and Culture,This course is designed to offer students an opportunity to study a topic of interest in Spanish American literature and culture through the reading of a wide variety of literary and cultural texts. Emphasis will be placed on Argentina and the Southern Cone. Topics may vary.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-35
Spanish and Portuguese Languages and Literatures,SPAN,36,Studies in Modern and Contemporary Spanish Literature,This course is designed to offer students an opportunity to study a topic of interest in the literatures and cultures of Spain through the reading of a wide variety of literary and cultural texts. Topics may vary.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-36
Spanish and Portuguese Languages and Literatures,SPAN,40.07,Dark Mirror: Spanish Detective Fiction,"This course examines Spanish contemporary society through the dissecting lens of one of the most popular literary subgenres: detective fiction or crime novel. Starting with some early examples, we will read and analyze short stories and novels published from the end of the Spanish Civil War (1939) to present. Authors will include Francisco García Pavón, Manuel Vázquez Montalbán, Javier Marías, Antonio Muñoz Molina, Lorenzo Silva, and Alicia Giménez Bartlett.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-40-07
Spanish and Portuguese Languages and Literatures,SPAN,43.06,"Tango Argentino: Music, Dance, Poetry, Community","Since its birth the Argentine tango continues to be a complex art form with popular roots and international reach beyond the Southern Cone. The tango has stood the test of time as a form of popular culture that many consider a lifestyle, a religion, and a worldview. Since it is at once a type of music, a dance, a distinctive type of poetry and a community (social dance or milonga), the tango requires a variety of disciplines to interpret it. This course will provide students with tools to understand tango as music, poetry, dance, language (lunfardo), and melodrama, from the 19th century to its current state of political resistance and globalized commodification. The course will have an experiential component to allow space for listening to the music and learning basic tango salón footwork with invited guests.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-43-06
Spanish and Portuguese Languages and Literatures,SPAN,45.07,"Slaves from the Past, Slaves Next Door","This course will deal with human bondage. It will try to address a fundamental question: Under what circumstances and through what strategies does a human being strip another human being of his/her humanity? From Columbus to Almodóvar we will use modern theories of human domination/bondage —Hegel and Nietzsche’s theorization of the master-slave dynamics —as we explore slavery and human bondage trough history in literature and films.
Materials for the course will include readings from Columbus, Hegel, Nietzsche, Manzano, Gomez de Avellaneda, Carpentier and García Márquez, as well as films by Spielberg, Pontecorvo, Almodóvar, y Bollaín.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-45-07
Spanish and Portuguese Languages and Literatures,SPAN,50.02,New Sexual and Social identity in Film and Literature in Post-Franco Spain,"This course addresses changes in Spanish society since the end of the dictatorship. These include the relativization of family, love, drugs, sexuality, life, death, and democracy; and the devaluation of morals, history, and culture. Authors include Vázquez Montalbán, Marías, Loriga, Montero, Riera, Almodóvar, de la Iglesia, Amenábar, and Balagueró.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-50-02
Spanish and Portuguese Languages and Literatures,SPAN,50.04,Let's not talk about it. Eroticism in Modern Spain,"Erotic literature in Spain has often been dismissed as inferior, offensive and taboo. However, many of these materials circulated clandestinely and found their way to underground publications. By exploring literary works, engravings, photographs, and films, this course intends to concentrate on the erotic nature of a number of Spanish cultural works starting from the 18th to the mid-20th century in which the obscene, the pornographic and the erotic serve as platform to discuss other issues such as gender politics, gendered relations, Iberian humor, social marginalization, race, identity, and the concept of Spanishness.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-50-04
Spanish and Portuguese Languages and Literatures,SPAN,50.05,"Eroticism, Love and Sensuality in Hispanic Film","The contemporary topics to be studied in this course should be approached with an open mind and with the willingness to challenge our prior knowledge of the concepts.  In order to do so, critical thinking is of the utmost importance.  In this context, critical thinking implies the ability to question and destabilize most—if not all—of our preconceived ideas about eroticism, love, and sexualityu that are no longer functional, i.e., that do not help us better understand society and our fellow citizens.  As we explore a variety of subfields within contemporary Hispanic film, the course will offer you a set of conceptual tools that will help you deconstruct some of the symbolic foundations of our existence.  The course will address a series of topics ranging from: identifying ways that ""personal choice"" sometimes poses as a way of implementing one, single, heteronormative, monogamous, sex/gender morally safe model of behavior; thinking about the historicity of the normative, the deviant, or the perverse; discovering that the intersectional framing of gender creates an avenue for strong political and existential alliances; and making sure that the identities that fall under the umbrella of the Queer Nation (LGTBiQ peoples) do not become a label of marginality but instead get universalized as a mode of praxis that expands those borders, hence our study of love in relation to monstruosity, ageing, queer identities, prostitution, and pornography under this paradigm.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-50-05
Spanish and Portuguese Languages and Literatures,SPAN,53.03,Bilingualism: Cognitive and Sociolinguistic Approaches to Bilingualism in the Spanish-speaking World,"This course examines bilingualism both as a linguistic and a social phenomenon. After taking this course, students will (a) gain a basic understanding of the relationship between cognitive development and language acquisition in bilingual speakers; (b) be able to identify and analyze linguistic patterns of language change and interaction in bilingual speech communities in Latin America, Spain and the United States; (c) reflect critically on issues related to language policy and bilingualism in education, and (d) examine representation of bilingualism in culture.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-53-03
Spanish and Portuguese Languages and Literatures,SPAN,55.04,"Humor and Politics in Latin American Literature, Film and Culture","Comedy and humor often serve to undermine cultural elitism and denounce social injustice. Many Latin American authors, filmmakers, and artists have used comedy and humor in politically subversive ways, but also as a way to legitimize the cultures and communities of the marginal and disenfranchised. This course will explore several theories of humor as well as Latin American traditions of humor.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-55-04
Spanish and Portuguese Languages and Literatures,SPAN,55.05,Indignant Spain: Crisis and New Social Movements Today,"This course exams the notion of ""crisis"" as a creative paradigm for rethinking traditional experiences of the political, social, and cultural spheres in today's Spain.  The course will focus on the deep connections between democracy and alternative ways of thinking about the political participation of citizens confronting the dismantling of their social, family, and individual welfare by global and national neoliberalist economic and social policies.  Students will read from a wide array of texts (literature, cultural and political theory) and also watch documentaries and films on the idea of ""crisis"" as it is currently playing itself out in Spain's 15-m and Indignados movements.  Works by: Martin Patino, Alvarez, Thorton, Grueso, Lacuesta, Arce among others.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-55-05
Spanish and Portuguese Languages and Literatures,SPAN,55.06,Slaughterhouses. The Life and Death of Humans and Animals in the Southern Cone,"This course focuses on the slaughterhouse as an image that has haunted Latin American cultures for centuries, especially in the Southern Cone region. The image of the slaughterhouse for a society can be used to define, contrast, compare or put into question our own subjectivity for it highlights the flesh and blood that go into human labor At the same time, the image of the slaughterhouse denounces the abusive nature of power, a regulating force applied to bodies, both human and non-human. Using the image of the slaughterhouse in texts and images spanning 250 years of Southern cone history, we will explore various issues and debates within animal studies, from animal rights and biopolitics to modernization of killing, exploitation of bodies and zones of indetermination between animals and humans. Texts and images include: Echeverría, Lamborghini, Viñas, Walsh, Larra, Kohan, Busqued, Solanas, Sanjines, Foucault, Deleuze, Agamben and Giorgi.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Spanish-and-Portuguese-Languages-and-Literatures/SPAN-Spanish/SPAN-55-06
